id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000151150.19	3.69	9.58	0.21	0.17	1.88	0.81	5.88	3.00	1.69	0.80	0.29
ENSG00000151151.5	0.62	1.57	1.22	4.21	3.45	0.72	0.78	0.65	1.64	0.72	0.41
ENSG00000151176.6	13.91	15.42	19.21	26.12	34.50	29.29	20.94	34.91	43.93	23.20	27.61
ENSG00000151208.15	51.26	41.47	23.16	15.33	25.08	14.01	47.90	42.86	16.70	62.20	81.71
ENSG00000151229.11	0.53	0.15	0.28	0.43	0.28	0.13	0.43	0.63	1.08	0.03	0.47
ENSG00000151233.9	3.11	1.43	2.94	2.70	1.83	1.95	2.59	2.12	4.62	0.94	0.33
ENSG00000151239.12	40.03	28.21	25.64	40.23	37.83	23.64	36.29	25.98	37.03	11.77	5.99
ENSG00000151240.14	2.32	0.00	5.60	0.97	19.21	5.36	0.12	0.03	3.26	0.22	9.89
ENSG00000151247.11	70.11	32.63	72.84	134.92	90.77	36.51	50.07	29.62	66.59	5.01	3.88
ENSG00000151276.22	3.09	5.76	1.02	2.37	2.54	15.35	0.78	2.18	9.43	1.86	4.26
ENSG00000151287.15	7.46	4.43	28.87	8.58	23.23	3.81	10.29	6.12	11.85	7.75	2.13
ENSG00000151292.16	8.96	6.14	12.28	13.90	21.72	14.88	18.96	11.41	13.56	2.41	12.30
ENSG00000151304.5	3.29	1.86	7.47	4.72	8.72	3.34	3.53	2.14	6.36	1.98	2.32
ENSG00000151320.9	0.74	0.57	0.42	0.61	1.05	0.37	0.68	0.02	0.92	0.18	0.91
ENSG00000151327.11	23.39	36.23	27.48	49.45	56.23	28.13	43.95	72.09	38.04	26.36	17.02
ENSG00000151332.17	7.63	8.93	8.58	11.61	15.05	5.56	3.24	4.16	17.60	3.28	4.77
ENSG00000151338.17	3.03	2.99	3.74	5.15	6.08	3.23	3.28	3.06	6.04	1.29	1.12
ENSG00000151348.12	50.31	47.95	32.26	24.60	25.61	25.33	53.79	61.22	33.93	24.20	22.45
ENSG00000151353.13	17.12	16.16	24.02	37.92	15.40	23.41	17.58	18.44	40.63	14.36	15.25
ENSG00000151364.14	2.57	2.63	0.10	0.27	8.42	3.54	7.10	10.34	31.21	3.69	0.07
ENSG00000151366.11	175.74	135.67	154.86	68.51	114.66	116.95	165.48	222.21	170.30	227.48	113.06
ENSG00000151376.15	2.65	0.00	0.19	0.17	10.42	3.03	0.21	5.40	38.26	0.10	5.11
ENSG00000151388.9	14.16	0.26	20.51	0.05	6.71	20.83	0.12	0.00	0.50	0.04	0.01
ENSG00000151413.15	6.90	8.15	2.68	6.60	7.60	4.16	6.59	2.76	4.91	14.03	5.54
ENSG00000151414.13	15.22	21.91	55.54	22.28	22.68	23.57	20.22	17.65	19.91	6.39	1.79
ENSG00000151422.11	4.70	4.16	5.12	3.07	13.35	4.63	3.92	5.90	7.14	0.30	1.01
ENSG00000151445.14	11.14	7.66	9.85	26.08	15.86	8.16	8.46	9.04	4.96	8.48	3.30
ENSG00000151458.10	12.33	4.47	9.63	20.98	13.43	4.31	4.53	3.70	3.87	1.02	3.63
ENSG00000151461.18	8.12	6.65	10.46	9.10	25.00	7.79	6.44	4.50	6.71	4.11	3.32
ENSG00000151465.12	118.14	45.79	164.85	74.60	170.49	45.15	94.80	96.16	109.38	48.36	118.54
ENSG00000151466.10	4.21	2.49	5.57	23.12	9.05	3.87	3.67	2.94	4.65	2.74	6.18
ENSG00000151468.10	0.00	0.16	1.36	0.05	0.63	0.53	0.00	0.00	0.00	0.00	0.27
ENSG00000151470.11	5.04	7.88	1.79	5.28	5.07	0.97	4.05	3.71	1.72	1.20	0.76
ENSG00000151474.18	19.81	15.46	27.76	25.40	16.20	20.32	0.43	7.09	6.62	2.14	24.42
ENSG00000151490.12	1.21	0.04	0.00	0.39	0.00	0.16	0.67	0.36	0.00	0.00	0.00
ENSG00000151491.11	61.99	6.52	14.65	101.69	23.30	59.56	18.85	42.08	20.11	12.68	8.05
ENSG00000151498.10	24.13	10.25	19.77	6.58	4.38	7.96	19.73	13.03	22.19	9.77	2.57
ENSG00000151500.13	38.33	18.84	37.34	24.35	8.92	7.32	32.45	28.33	31.09	15.13	5.55
ENSG00000151502.9	31.76	23.79	40.42	18.76	8.70	14.20	37.86	22.28	14.15	23.44	11.87
ENSG00000151503.11	25.28	8.61	34.37	26.97	12.00	24.88	34.21	12.62	40.58	20.13	8.26
ENSG00000151532.12	11.74	6.82	8.02	8.22	9.44	6.83	11.23	6.92	6.61	12.12	21.33
ENSG00000151552.10	45.31	17.61	33.46	7.21	14.44	22.32	41.59	37.37	39.36	38.36	6.98
ENSG00000151553.13	2.95	4.98	5.20	6.34	3.85	3.88	4.18	3.11	2.99	1.73	2.74
ENSG00000151572.15	6.38	0.00	0.02	0.00	0.00	0.00	0.21	0.30	0.07	0.11	0.08
ENSG00000151575.13	1.92	2.77	1.06	1.16	2.50	0.53	1.23	1.85	1.39	0.33	0.16
ENSG00000151576.9	11.90	5.58	17.15	9.52	13.11	10.86	14.91	13.38	15.20	21.04	10.08
ENSG00000151611.12	1.98	4.09	1.61	3.08	1.88	0.75	5.39	3.56	1.04	1.11	0.67
ENSG00000151612.14	6.95	1.46	19.03	4.90	9.79	11.93	5.16	6.03	3.76	4.61	26.85
ENSG00000151623.13	1.03	0.56	2.06	0.47	0.05	0.37	0.05	0.39	1.97	0.07	0.27
ENSG00000151632.15	103.38	57.32	0.80	1083.37	7.54	0.94	249.72	930.32	0.41	26.83	0.13
ENSG00000151640.11	34.15	29.43	14.83	16.63	21.87	48.69	0.00	0.00	0.03	0.00	1.24
ENSG00000151651.14	3.38	0.38	0.74	1.07	6.39	0.77	4.73	45.55	4.99	4.89	5.75
ENSG00000151657.10	1.99	3.32	3.16	5.78	13.34	1.20	2.29	1.06	1.40	0.69	0.86
ENSG00000151665.11	15.55	15.13	4.79	27.27	13.25	6.68	14.51	11.63	14.94	8.63	5.97
ENSG00000151687.13	0.82	1.02	0.43	0.86	1.80	0.23	1.39	0.54	1.18	0.00	2.35
ENSG00000151689.11	16.04	7.12	0.42	1.00	12.29	7.26	12.63	17.52	16.15	8.94	0.52
ENSG00000151690.13	11.79	24.46	9.20	3.67	1.98	1.82	7.40	13.12	14.32	4.46	0.78
ENSG00000151692.13	0.00	0.00	3.00	11.88	1.84	4.52	0.01	0.00	0.00	1.97	13.47
ENSG00000151693.8	19.59	15.31	11.90	11.25	3.86	21.87	23.14	35.27	10.89	38.32	28.70
ENSG00000151694.11	7.42	11.36	11.72	16.44	4.16	9.26	7.39	10.85	7.37	8.37	15.48
ENSG00000151702.15	1.71	0.00	0.07	0.30	0.29	7.76	11.10	0.04	0.00	0.32	0.28
ENSG00000151715.6	0.08	0.00	0.00	0.00	0.02	0.14	0.00	25.53	0.61	2.85	0.00
ENSG00000151718.14	10.49	4.81	12.42	5.53	41.51	9.83	7.63	6.56	13.07	5.66	13.02
ENSG00000151725.10	11.19	7.21	16.67	22.22	45.81	16.54	12.56	4.74	47.80	4.17	2.56
ENSG00000151726.12	34.92	65.87	13.67	28.65	5.02	6.28	22.97	36.74	11.65	20.05	7.30
ENSG00000151729.9	16.95	16.32	16.98	7.41	10.57	10.64	20.78	19.93	31.77	14.70	16.85
ENSG00000151743.9	2.41	0.94	2.18	8.80	3.65	2.38	1.73	4.20	5.21	0.50	0.69
ENSG00000151746.12	9.41	4.20	6.79	18.97	9.50	8.85	8.41	8.81	11.81	4.49	9.44
ENSG00000151748.13	7.66	7.45	5.42	15.13	13.56	4.13	11.79	9.19	23.26	4.98	2.49
ENSG00000151773.11	1.67	1.44	3.41	7.84	1.69	0.93	1.52	1.09	3.31	1.19	0.30
ENSG00000151778.9	8.99	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000151779.11	7.86	4.94	5.24	10.49	4.72	11.68	7.35	6.23	4.96	11.41	10.01
ENSG00000151789.8	0.76	0.10	19.77	0.07	0.04	0.27	0.16	0.72	0.00	0.02	0.57
ENSG00000151790.7	0.00	0.00	1.04	12.03	0.00	0.87	0.00	0.00	0.16	0.00	0.07
ENSG00000151806.12	7.99	5.13	9.75	13.84	20.51	4.38	7.92	6.31	10.23	4.63	2.60
ENSG00000151834.14	0.00	0.00	0.00	0.02	0.00	0.00	0.60	8.40	0.00	0.00	0.00
ENSG00000151835.12	5.94	0.92	20.55	11.27	9.35	9.73	7.78	6.74	5.00	4.79	18.09
ENSG00000151849.13	6.76	2.38	11.06	11.45	14.04	4.34	8.20	2.02	5.30	2.16	0.86
ENSG00000151876.11	7.27	6.94	18.25	0.87	4.00	2.83	7.15	3.27	2.84	7.16	1.18
ENSG00000151881.13	8.13	11.38	8.90	11.30	11.04	4.82	7.67	5.02	9.64	1.69	0.25
ENSG00000151882.10	0.00	0.15	0.00	0.13	0.05	0.02	0.66	3.10	0.97	0.00	0.00
ENSG00000151883.15	5.36	2.14	9.89	0.34	7.22	5.71	5.38	5.09	8.95	2.68	2.64
ENSG00000151892.13	0.00	0.01	32.88	0.05	8.29	0.01	0.00	0.00	0.02	0.00	0.00
ENSG00000151893.13	8.41	6.43	6.52	11.86	9.79	6.76	7.97	8.45	4.55	6.70	8.10
ENSG00000151914.16	25.20	119.40	50.56	42.69	23.98	89.96	84.17	24.99	44.93	49.20	239.81
ENSG00000151917.16	0.35	0.37	4.09	4.61	0.69	0.84	0.64	1.09	0.56	0.31	3.70
ENSG00000151923.16	38.73	40.53	44.62	52.85	48.98	38.52	54.13	41.83	44.54	28.88	7.63
ENSG00000151929.8	95.53	67.47	51.58	33.88	17.22	41.97	63.15	78.90	61.96	116.66	154.56
ENSG00000151967.17	7.29	1.92	3.27	5.20	2.66	1.10	2.77	21.61	0.60	0.47	0.02
ENSG00000152049.6	0.38	0.96	0.28	5.10	18.39	2.99	0.12	0.08	0.82	0.00	2.07
ENSG00000152056.15	23.00	12.21	3.07	11.41	7.82	4.18	16.61	10.95	7.25	17.12	3.25
ENSG00000152061.20	4.88	8.04	5.27	8.21	9.04	4.48	7.34	4.80	5.29	12.62	5.09
ENSG00000152076.17	6.84	0.22	0.85	1.27	6.63	2.27	1.30	0.55	1.58	1.18	11.31
ENSG00000152078.8	0.71	0.18	1.66	1.20	1.13	0.45	0.43	1.25	4.87	0.03	2.19
ENSG00000152082.12	278.65	363.51	193.27	67.89	35.11	175.46	234.20	287.61	214.90	359.74	479.53
ENSG00000152092.14	0.22	0.18	0.00	1.18	0.00	0.07	0.00	0.04	0.02	0.00	0.00
ENSG00000152102.16	65.67	31.37	56.58	26.31	63.57	63.10	50.94	49.92	53.59	51.50	118.41
ENSG00000152104.10	12.34	33.13	10.71	18.05	18.33	29.91	17.97	4.58	23.35	10.46	47.59
ENSG00000152117.16	7.65	4.85	7.15	2.89	11.78	6.75	7.41	7.81	7.24	6.89	17.05
ENSG00000152127.7	8.20	7.38	6.75	12.08	8.22	15.61	6.95	8.93	7.32	6.11	3.04
ENSG00000152133.13	3.41	1.75	3.94	5.62	6.23	5.22	2.59	3.26	6.58	2.42	1.40
ENSG00000152137.5	0.00	1.09	0.00	0.27	0.03	7.56	0.00	0.67	0.30	6.67	0.00
ENSG00000152147.9	18.49	4.92	11.83	12.54	12.34	15.63	14.33	10.97	18.20	2.00	2.03
ENSG00000152192.7	0.00	0.09	3.50	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.38
ENSG00000152193.7	3.84	1.69	7.71	6.04	2.98	2.68	3.81	1.39	3.14	3.32	0.70
ENSG00000152217.15	2.02	2.03	1.48	10.36	3.11	2.69	1.41	2.29	0.04	0.35	0.18
ENSG00000152219.4	7.76	8.51	12.01	10.10	7.01	4.76	9.29	3.29	8.34	3.72	9.12
ENSG00000152223.11	3.80	2.80	11.18	12.05	9.65	11.38	5.09	4.84	7.00	4.04	8.80
ENSG00000152229.17	19.67	20.52	4.89	4.55	4.39	3.51	14.58	7.67	0.73	4.83	0.44
ENSG00000152234.14	425.40	286.58	255.83	580.15	575.28	189.73	344.97	300.06	304.09	300.17	250.72
ENSG00000152240.11	28.23	9.33	34.13	49.50	57.42	14.76	23.00	19.21	41.27	4.01	2.85
ENSG00000152242.9	5.72	9.38	13.39	9.37	30.87	7.02	7.71	8.40	6.16	6.39	11.07
ENSG00000152253.7	13.25	3.43	16.61	51.78	22.88	11.72	9.55	2.58	19.08	7.47	2.06
ENSG00000152256.12	8.94	10.06	14.35	11.81	4.15	3.49	8.60	9.58	3.91	9.76	0.77
ENSG00000152270.7	0.14	1.07	2.07	0.27	0.12	0.21	2.76	0.05	3.50	0.05	1.24
ENSG00000152284.4	6.12	2.97	2.54	5.59	3.23	4.42	3.16	0.59	1.51	0.34	9.02
ENSG00000152291.12	20.67	15.15	42.11	91.06	49.48	65.50	19.54	31.91	69.67	30.88	77.33
ENSG00000152332.14	9.13	8.70	17.58	17.66	38.51	9.46	13.78	7.16	23.04	4.68	5.44
ENSG00000152348.14	4.53	6.21	4.41	5.78	9.91	4.41	4.16	6.23	2.82	3.31	3.68
ENSG00000152359.13	6.67	3.26	7.92	5.89	8.61	6.17	3.67	2.32	5.50	10.28	3.33
ENSG00000152377.11	109.65	14.39	89.51	93.56	3.04	229.59	11.47	33.52	0.61	13.35	7.97
ENSG00000152380.8	0.12	0.47	1.05	0.51	0.56	0.30	0.20	1.84	0.10	0.00	0.18
ENSG00000152382.5	4.86	3.77	6.86	9.43	5.91	3.08	11.17	6.32	6.59	4.62	3.60
ENSG00000152402.9	0.00	0.00	1.86	0.19	0.38	0.32	0.00	0.00	0.34	0.00	0.04
ENSG00000152404.14	2.21	0.91	2.87	8.85	5.56	2.22	2.52	1.19	2.63	0.73	0.29
ENSG00000152409.8	0.87	1.94	1.85	1.61	1.14	0.81	1.43	0.99	0.67	0.42	1.34
ENSG00000152413.13	4.42	1.71	9.73	4.19	7.91	1.76	5.96	2.84	3.01	5.09	0.81
ENSG00000152422.14	4.50	3.90	4.07	9.37	9.70	3.37	4.39	3.18	4.88	1.87	0.59
ENSG00000152433.13	0.79	1.14	3.53	1.74	2.02	0.66	1.14	0.30	1.79	0.56	2.72
ENSG00000152439.11	1.97	1.24	7.40	3.77	7.26	4.64	2.15	1.20	0.04	5.61	8.51
ENSG00000152443.11	2.62	3.42	7.81	3.68	6.67	3.45	2.50	4.16	5.58	4.50	10.67
ENSG00000152454.3	0.00	0.00	5.22	3.68	6.69	0.86	1.34	0.49	0.00	0.50	1.81
ENSG00000152455.14	7.40	4.24	20.26	12.99	27.06	5.02	10.24	1.65	14.14	1.27	1.84
ENSG00000152457.16	2.97	4.51	7.05	5.46	9.59	6.69	4.08	1.93	7.34	1.84	1.96
ENSG00000152463.13	0.00	0.05	0.00	0.05	0.00	0.13	1.26	35.33	0.10	1.18	0.06
ENSG00000152464.13	21.37	12.34	17.42	9.16	24.47	4.87	22.31	18.76	20.77	18.97	23.18
ENSG00000152465.16	15.41	6.22	25.01	23.47	36.85	17.34	8.84	16.27	14.61	5.94	7.25
ENSG00000152467.8	0.00	0.00	1.70	0.10	0.58	0.00	0.00	0.15	0.00	0.00	13.23
ENSG00000152475.6	1.49	1.28	0.89	0.22	0.16	0.73	0.65	1.04	1.18	0.11	1.76
ENSG00000152484.12	3.90	4.92	12.45	13.07	15.58	4.37	6.65	5.46	8.88	1.04	1.36
ENSG00000152492.12	6.32	13.75	22.58	10.18	27.05	30.07	15.84	17.81	13.08	12.72	3.61
ENSG00000152495.9	3.40	0.04	11.53	0.06	0.00	8.13	0.42	0.02	5.13	0.02	5.68
ENSG00000152503.8	1.12	0.44	1.15	0.39	0.75	0.51	2.19	2.11	5.81	1.46	2.38
ENSG00000152518.6	46.80	22.21	7.09	12.49	5.38	46.01	63.03	68.17	9.77	77.24	75.21
ENSG00000152520.12	4.91	5.70	11.18	10.34	10.36	2.84	9.01	3.54	6.60	2.41	2.40
ENSG00000152527.12	0.64	0.04	0.04	0.57	0.41	0.40	0.10	0.29	1.23	0.11	0.14
ENSG00000152556.14	89.67	62.09	40.17	49.60	118.84	33.87	96.34	42.21	59.05	210.43	68.71
ENSG00000152558.13	67.06	35.10	90.30	117.02	75.68	32.55	84.46	44.15	134.66	9.25	7.34
ENSG00000152582.11	1.40	0.63	0.94	0.08	1.17	0.31	0.39	1.06	0.27	0.00	0.53
ENSG00000152583.11	0.00	0.00	0.60	6.63	0.17	0.02	0.06	0.00	0.03	0.00	0.17
ENSG00000152601.16	51.71	29.46	51.57	64.99	88.16	142.73	46.34	34.13	100.78	87.26	67.55
ENSG00000152611.10	0.08	0.00	1.24	0.00	1.37	0.00	0.00	0.12	0.00	0.00	0.00
ENSG00000152620.11	10.59	6.11	14.50	25.09	8.28	10.87	12.64	13.68	10.40	4.99	2.48
ENSG00000152642.9	3.64	4.27	3.68	4.93	9.97	3.91	9.81	6.13	8.58	17.62	7.87
ENSG00000152661.7	13.59	81.02	87.62	20.51	31.86	20.42	0.02	0.00	11.37	16.66	55.87
ENSG00000152669.8	18.95	3.26	7.49	0.00	0.37	2.34	13.03	11.23	11.22	9.04	14.42
ENSG00000152683.13	5.77	6.48	6.97	8.55	9.20	8.27	8.49	5.05	12.08	4.35	3.96
ENSG00000152684.10	11.48	4.92	8.48	6.54	9.35	11.29	9.69	19.41	13.36	19.91	8.01
ENSG00000152689.16	0.96	1.16	1.87	5.07	1.36	4.26	0.28	0.45	3.55	0.00	0.80
ENSG00000152700.12	29.18	28.08	30.64	43.10	56.56	36.91	24.05	16.54	22.54	4.43	8.15
ENSG00000152749.7	1.51	0.99	4.98	2.30	2.47	1.16	2.39	1.68	1.29	0.80	1.00
ENSG00000152760.8	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000152766.5	0.38	1.78	0.00	0.05	0.04	0.08	0.10	0.81	0.30	0.41	0.00
ENSG00000152767.14	13.42	2.01	32.95	14.46	28.04	17.63	12.47	12.27	7.94	1.67	4.63
ENSG00000152778.8	3.31	2.06	4.61	1.36	2.76	2.58	3.82	3.48	8.55	0.49	0.49
ENSG00000152782.15	4.93	4.23	3.94	3.33	0.87	1.06	4.03	1.61	2.14	3.50	1.70
ENSG00000152784.14	0.59	0.00	0.23	1.09	2.06	4.65	1.36	1.30	19.45	0.13	82.07
ENSG00000152795.16	179.56	92.02	241.27	118.98	200.31	139.47	180.70	174.49	259.94	99.47	94.29
ENSG00000152804.9	0.68	0.00	6.38	0.21	1.35	0.00	0.37	0.91	11.89	0.98	0.00
ENSG00000152818.17	4.62	3.66	19.07	15.83	22.34	16.17	7.56	9.36	11.23	3.32	5.38
ENSG00000152894.13	15.95	36.61	36.06	42.42	84.95	28.25	13.76	38.03	10.42	12.22	6.09
ENSG00000152904.10	12.42	23.43	20.56	35.67	14.65	6.88	30.66	13.44	8.75	4.23	2.34
ENSG00000152926.13	0.15	0.92	1.61	2.28	1.87	0.27	0.70	0.30	0.22	0.31	0.52
ENSG00000152931.7	0.00	0.00	0.00	1.24	0.09	0.33	0.01	0.08	0.04	0.00	0.00
ENSG00000152936.9	1.66	0.00	0.00	0.18	0.18	0.20	0.20	0.00	0.00	0.00	0.00
ENSG00000152939.13	10.88	14.55	0.85	0.89	0.90	0.26	7.75	7.48	1.01	11.77	2.94
ENSG00000152942.17	9.31	6.81	7.57	8.25	9.13	5.42	7.36	9.41	11.29	8.76	15.33
ENSG00000152944.7	28.54	10.41	14.06	24.47	20.12	9.84	14.83	18.26	35.39	4.18	5.97
ENSG00000152952.10	9.16	5.73	59.81	50.35	101.55	28.58	17.96	26.62	13.84	5.79	1.21
ENSG00000152953.11	0.23	0.00	0.06	0.00	0.15	18.47	0.05	0.00	0.07	0.06	4.87
ENSG00000152977.8	0.00	0.00	24.63	14.61	7.71	6.32	0.00	0.00	0.00	0.00	20.70
ENSG00000152990.12	32.15	33.56	13.51	16.80	25.51	9.96	29.90	19.20	14.93	11.61	8.47
ENSG00000153006.13	6.60	2.32	7.95	7.07	6.62	5.47	8.50	19.08	10.19	12.94	4.65
ENSG00000153015.14	13.32	2.92	13.61	12.26	19.53	7.68	9.27	8.44	9.12	3.92	5.79
ENSG00000153029.13	13.66	13.15	5.83	10.17	6.88	1.40	9.21	6.16	0.89	6.01	5.43
ENSG00000153037.11	36.70	25.24	58.17	39.68	70.69	35.63	30.61	32.70	51.78	11.01	6.25
ENSG00000153044.8	17.75	8.99	27.65	28.89	15.23	14.79	19.43	6.02	7.57	28.31	24.35
ENSG00000153046.16	6.18	9.07	21.20	20.25	23.01	13.59	10.54	14.28	13.56	21.86	19.12
ENSG00000153048.9	67.40	39.03	42.98	46.03	41.22	53.57	49.05	56.82	82.57	38.76	72.29
ENSG00000153064.10	0.02	0.00	0.00	0.34	0.05	0.09	0.00	0.05	2.10	0.00	0.00
ENSG00000153066.11	15.13	13.12	13.26	28.77	9.25	11.09	17.68	24.74	13.10	15.59	18.21
ENSG00000153071.13	2.16	1.29	30.66	30.14	8.17	38.16	1.18	16.74	13.04	0.32	9.58
ENSG00000153094.20	1.97	5.70	5.71	2.54	8.20	1.68	3.71	2.59	5.46	5.87	4.69
ENSG00000153107.10	22.28	12.96	15.49	13.17	37.07	12.57	26.55	12.36	14.52	31.08	27.44
ENSG00000153113.22	64.52	112.49	24.02	100.30	82.18	94.35	94.42	92.20	66.73	113.97	128.14
ENSG00000153130.16	8.64	14.08	14.59	34.97	25.10	7.40	18.05	12.33	13.55	4.39	2.84
ENSG00000153132.11	0.00	0.02	0.00	0.28	0.49	0.04	0.15	0.03	3.46	0.07	0.38
ENSG00000153140.7	10.27	6.57	13.13	20.51	12.18	6.79	11.92	6.01	20.76	2.21	2.83
ENSG00000153147.5	11.97	7.15	11.03	20.86	25.20	4.86	11.40	6.01	6.94	3.00	4.20
ENSG00000153157.11	0.04	0.00	1.14	0.03	0.58	0.00	0.00	0.00	1.35	0.00	0.22
ENSG00000153162.8	0.02	0.27	0.00	0.23	0.04	0.36	0.70	8.25	0.31	0.51	0.23
ENSG00000153179.10	10.73	6.73	12.40	4.96	7.87	3.11	9.83	26.18	17.28	14.95	3.72
ENSG00000153187.15	106.27	73.63	161.31	225.49	272.40	151.40	142.29	78.02	177.64	115.07	216.06
ENSG00000153201.14	6.65	5.65	8.21	8.16	18.75	6.91	7.62	4.20	7.97	1.71	1.66
ENSG00000153207.13	10.05	13.12	26.79	32.66	52.68	22.77	31.36	9.51	20.92	12.05	19.94
ENSG00000153208.15	0.00	0.05	1.74	0.27	1.33	0.73	0.00	0.00	7.06	0.00	1.59
ENSG00000153214.8	4.44	9.94	2.63	3.54	7.62	4.89	9.98	7.76	9.98	6.15	1.28
ENSG00000153234.12	0.51	1.84	0.42	0.71	0.73	1.22	1.41	3.05	0.57	1.09	1.73
ENSG00000153237.16	0.31	0.37	0.30	0.11	0.37	0.53	0.31	0.00	1.38	0.00	0.51
ENSG00000153246.10	1.93	1.99	1.27	18.55	1.71	1.83	3.11	4.40	0.39	0.75	0.10
ENSG00000153250.16	17.67	17.88	22.59	75.02	39.65	29.48	22.23	41.49	25.89	21.41	25.75
ENSG00000153253.14	0.00	0.02	0.01	0.02	0.01	5.47	0.00	0.00	0.07	0.00	0.00
ENSG00000153283.11	0.00	0.02	0.00	0.20	0.01	0.10	0.00	0.09	23.43	0.00	0.00
ENSG00000153291.14	4.37	7.29	0.29	9.27	4.85	2.78	6.04	2.32	4.39	0.40	1.86
ENSG00000153292.14	6.61	7.56	0.00	0.18	0.06	0.24	0.83	24.99	20.69	1.49	0.32
ENSG00000153294.10	5.08	19.56	0.00	0.00	0.02	0.20	1.75	6.95	0.00	2.67	0.00
ENSG00000153310.17	40.61	18.87	58.54	53.68	61.59	25.13	50.10	34.07	43.05	39.72	16.82
ENSG00000153317.13	35.27	16.66	77.14	51.78	87.65	87.45	29.81	32.69	14.04	38.37	91.14
ENSG00000153339.12	8.39	8.96	5.74	21.80	43.20	2.76	9.35	5.84	8.82	5.41	2.43
ENSG00000153363.11	6.26	2.40	1.00	10.69	5.32	1.83	4.15	2.92	10.43	1.69	4.83
ENSG00000153391.14	35.26	15.99	14.12	12.33	41.93	17.96	31.40	32.78	26.50	37.35	6.42
ENSG00000153395.8	19.93	10.25	21.46	53.23	15.97	24.57	17.79	16.44	52.07	23.18	27.52
ENSG00000153404.12	0.00	0.00	10.09	7.43	17.12	0.97	0.00	0.04	0.59	0.00	0.18
ENSG00000153406.12	63.03	52.41	75.02	42.31	68.63	1.82	38.63	53.27	56.99	43.57	150.63
ENSG00000153443.11	19.54	31.74	17.70	5.05	5.61	31.89	22.96	16.54	15.53	18.38	60.28
ENSG00000153485.5	7.47	6.39	9.04	34.19	14.61	6.89	10.04	7.01	8.90	1.64	3.29
ENSG00000153487.12	10.57	5.47	16.08	6.07	5.39	34.51	10.12	9.03	8.81	19.05	11.91
ENSG00000153531.11	0.52	4.11	1.65	0.92	0.51	0.45	0.95	1.48	6.48	1.02	9.60
ENSG00000153551.12	43.72	1.38	21.50	21.37	14.69	13.94	25.94	20.09	38.09	17.90	36.73
ENSG00000153558.12	9.19	10.61	2.54	4.68	4.48	2.21	6.39	9.40	5.63	2.74	7.27
ENSG00000153560.10	26.84	26.32	41.28	47.96	44.21	22.61	36.45	21.40	38.25	18.37	22.83
ENSG00000153561.11	6.20	8.48	7.84	15.60	8.11	5.22	8.59	9.62	11.14	8.90	7.27
ENSG00000153574.8	15.31	6.39	17.12	9.43	15.77	6.93	9.68	10.86	25.65	23.91	32.88
ENSG00000153707.14	0.00	0.35	0.00	0.08	0.36	0.02	0.00	0.00	0.00	1.54	0.00
ENSG00000153714.5	2.25	26.32	9.89	7.81	3.16	2.44	3.43	20.01	3.36	22.97	13.79
ENSG00000153721.16	0.71	2.10	9.70	6.88	3.01	4.57	2.22	1.25	6.49	3.77	9.13
ENSG00000153767.8	7.67	4.07	9.82	8.24	12.89	6.73	4.05	3.71	8.79	10.40	10.89
ENSG00000153774.7	26.77	18.55	37.90	37.57	29.95	14.05	25.57	28.90	30.30	9.01	40.38
ENSG00000153779.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.82	0.00	0.00
ENSG00000153786.11	40.47	33.24	31.16	34.20	31.00	27.95	36.94	33.46	50.88	24.05	20.73
ENSG00000153790.10	3.12	1.59	1.52	1.18	0.95	0.43	2.61	0.10	1.50	1.88	7.75
ENSG00000153802.10	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.08	0.00	1.31	0.00
ENSG00000153814.10	7.68	3.29	1.73	3.01	4.57	15.86	7.22	3.27	1.86	6.64	2.76
ENSG00000153815.15	44.53	58.48	38.74	23.83	20.95	41.69	29.99	29.86	65.71	34.20	26.01
ENSG00000153823.17	6.77	2.20	1.21	21.27	8.86	9.11	47.64	58.31	1.88	6.77	11.26
ENSG00000153827.12	51.17	33.66	41.37	175.55	162.80	66.30	52.90	47.28	53.38	24.66	81.43
ENSG00000153832.10	1.47	1.06	0.99	2.95	1.29	0.72	0.86	1.83	1.36	0.22	1.20
ENSG00000153879.7	7.37	13.01	13.59	24.19	15.80	9.86	15.69	6.64	9.53	11.11	16.35
ENSG00000153885.13	24.35	22.96	55.82	18.62	16.89	13.93	45.07	13.72	0.00	37.34	79.23
ENSG00000153896.16	1.61	5.51	3.76	6.94	2.92	3.18	1.56	2.85	0.00	2.00	3.72
